Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
P81764,reviewed,ADHR_DROPS,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup GA25223,Drosophila pseudoobscura pseudoobscura (Fruit fly),278,Eukaryota
P91615,reviewed,ADHR_DROME,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup CG3484,Drosophila melanogaster (Fruit fly),272,Eukaryota
Q07586,reviewed,ADHR_DROIM,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila immigrans (Fruit fly),273,Eukaryota
Q07587,reviewed,ADHR_DROLE,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila lebanonensis (Fruit fly) (Scaptodrosophila lebanonensis),269,Eukaryota
Q09007,reviewed,ADHR_DROGU,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila guanche (Fruit fly),279,Eukaryota
Q09008,reviewed,ADHR_DROMD,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila madeirensis (Fruit fly),279,Eukaryota
Q24640,reviewed,ADHR_DROSU,Alcohol dehydrogenase-related 31 kDa protein,Adhr Adh-dup,Drosophila subobscura (Fruit fly),279,Eukaryota
Q70UN9,reviewed,ADH1_CERCO,Alcohol dehydrogenase 1 (EC 1.1.1.1),ADH1,Ceratitis cosyra (Mango fruit fly) (Trypeta cosyra),257,Eukaryota
Q70UP5,reviewed,ADH2_CERCO,Alcohol dehydrogenase 2 (EC 1.1.1.1),ADH2,Ceratitis cosyra (Mango fruit fly) (Trypeta cosyra),258,Eukaryota
Q70UP6,reviewed,ADH2_CERRO,Alcohol dehydrogenase 2 (EC 1.1.1.1),ADH2,Ceratitis rosa (Natal fruit fly) (Pterandrus rosa),258,Eukaryota
Q7Q732,reviewed,DHRS7_ANOGA,Dehydrogenase/reductase SDR family protein 7-like (EC 1.1.-.-),AGAP005532,Anopheles gambiae (African malaria mosquito),317,Eukaryota
Q9NAR7,reviewed,ADH_BACOL,Alcohol dehydrogenase (EC 1.1.1.1),ADH,Bactrocera oleae (Olive fruit fly) (Dacus oleae),258,Eukaryota
Q9NG40,reviewed,ADH_DROIN,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila insularis (Fruit fly),254,Eukaryota
Q9NG42,reviewed,ADH_DROEQ,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila equinoxialis (Fruit fly),254,Eukaryota
Q9U8S9,reviewed,ADH_DROPU,Alcohol dehydrogenase (EC 1.1.1.1),Adh,Drosophila paulistorum (Fruit fly),254,Eukaryota
Q9Y140,reviewed,DHRS7_DROME,Dehydrogenase/reductase SDR family protein 7-like (EC 1.1.-.-),CG7601,Drosophila melanogaster (Fruit fly),326,Eukaryota
Q39617,reviewed,POR_CHLRE,"Protochlorophyllide reductase, chloroplastic (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR)",PORA LPCR-1,Chlamydomonas reinhardtii (Chlamydomonas smithii),397,Eukaryota
O80333,reviewed,POR_MARPA,"Protochlorophyllide reductase, chloroplastic (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR)",PORA,Marchantia paleacea (Liverwort),458,Eukaryota
A0A140FAN3,reviewed,HSD_PINMS,11-beta-hydroxysteroid dehydrogenase (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase) (EC 1.1.1.62) (Steroleosin),,Pinus massoniana (Chinese red pine),356,Eukaryota
A2RVM0,reviewed,TIC32_ARATH,"Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (AtTIC32)",TIC32 At4g23430 F16G20.130,Arabidopsis thaliana (Mouse-ear cress),322,Eukaryota
A4UHT7,reviewed,SALR_PAPBR,Salutaridine reductase (EC 1.1.1.248),SALR,Papaver bracteatum (Great scarlet poppy),311,Eukaryota
F4JZN6,reviewed,KDSRB_ARATH,3-dehydrosphinganine reductase TSC10B (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (KDS reductase) (3-ketosphinganine reductase),TSC10B At5g19200 T24G5,Arabidopsis thaliana (Mouse-ear cress),331,Eukaryota
O48741,reviewed,PORC_ARATH,"Protochlorophyllide reductase C, chloroplastic (PCR C) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase C) (POR C)",PORC At1g03630 F21B7.24 F21B7.35 F21B7_11,Arabidopsis thaliana (Mouse-ear cress),401,Eukaryota
P0DKC5,reviewed,HSD1A_ARATH,11-beta-hydroxysteroid dehydrogenase 1A (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase 1A) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 1) (AtHSD1),HSD1 At5g50600 MBA10.16,Arabidopsis thaliana (Mouse-ear cress),349,Eukaryota
P0DKC6,reviewed,HSD1B_ARATH,11-beta-hydroxysteroid dehydrogenase 1B (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase 1B) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 1) (AtHSD1),HSD1 At5g50700 MFB16.9,Arabidopsis thaliana (Mouse-ear cress),349,Eukaryota
P21218,reviewed,PORB_ARATH,"Protochlorophyllide reductase B, chloroplastic (PCR B) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase B) (POR B)",PORB At4g27440 F27G19.40,Arabidopsis thaliana (Mouse-ear cress),401,Eukaryota
P33207,reviewed,FABG_ARATH,"3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)",At1g24360 F21J9.2 F3I6.30,Arabidopsis thaliana (Mouse-ear cress),319,Eukaryota
Q071N0,reviewed,SALR_PAPSO,Salutaridine reductase (EC 1.1.1.248),SALR,Papaver somniferum (Opium poppy),311,Eukaryota
Q0WRJ2,reviewed,KDSRA_ARATH,3-dehydrosphinganine reductase TSC10A (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (KDS reductase) (3-ketosphinganine reductase),TSC10A At3g06060 F24F17.4,Arabidopsis thaliana (Mouse-ear cress),326,Eukaryota
Q42536,reviewed,PORA_ARATH,"Protochlorophyllide reductase A, chloroplastic (PCR A) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase A) (POR A)",PORA At5g54190 K18G13.7,Arabidopsis thaliana (Mouse-ear cress),405,Eukaryota
Q5N800,reviewed,NYC1_ORYSJ,"Probable chlorophyll(ide) b reductase NYC1, chloroplastic (EC 1.1.1.294) (Protein NON-YELLOW COLORING 1) (OsNYC1)",NYC1 Os01g0227100 LOC_Os01g12710 OsJ_00960 P0443E07.35 P0452F10.6,Oryza sativa subsp. japonica (Rice),504,Eukaryota
Q84ST4,reviewed,NOL_ORYSJ,"Chlorophyll(ide) b reductase NOL, chloroplastic (EC 1.1.1.294) (Protein NON-YELLOW COLORING 1-LIKE) (OsNOL) (Protein NYC1-LIKE) (Short-chain dehydrogenase/reductase NOL)",NOL Os03g0654600 LOC_Os03g45194 OsJ_11943 OSJNBa0092N01.25 OSJNBb0023J24.13,Oryza sativa subsp. japonica (Rice),343,Eukaryota
Q8L9C4,reviewed,KCR1_ARATH,Very-long-chain 3-oxoacyl-CoA reductase 1 (EC 1.1.1.330) (Beta-ketoacyl reductase 1) (AtKCR1) (Protein GLOSSY 8) (gl8At),KCR1 At-YBR159 GL8 At1g67730 F12A21.31,Arabidopsis thaliana (Mouse-ear cress),318,Eukaryota
Q8LEU3,reviewed,NOL_ARATH,"Chlorophyll(ide) b reductase NOL, chloroplastic (EC 1.1.1.294) (Protein NON-YELLOW COLORING 1-LIKE) (AtNOL) (Protein NYC1-LIKE) (Short-chain dehydrogenase/reductase NOL)",NOL At5g04900 MUG13.25,Arabidopsis thaliana (Mouse-ear cress),348,Eukaryota
Q8LKV5,reviewed,HSDB_SESIN,11-beta-hydroxysteroid dehydrogenase B (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase B) (EC 1.1.1.62) (Seed oil body protein 3) (Steroleosin-B),SOP3,Sesamum indicum (Oriental sesame) (Sesamum orientale),362,Eukaryota
Q93W57,reviewed,HSDA_SESIN,11-beta-hydroxysteroid dehydrogenase A (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase A) (EC 1.1.1.62) (Seed oil body protein 2) (Steroleosin-A),SOP2,Sesamum indicum (Oriental sesame) (Sesamum orientale),348,Eukaryota
Q93ZA0,reviewed,NYC1_ARATH,"Probable chlorophyll(ide) b reductase NYC1, chloroplastic (EC 1.1.1.294) (Protein NON-YELLOW COLORING 1) (AtNYC1)",NYC1 At4g13250 F17N18.140,Arabidopsis thaliana (Mouse-ear cress),496,Eukaryota
Q9SY73,reviewed,PTALR_ARATH,NADPH-dependent pterin aldehyde reductase (EC 1.1.1.-),At1g10310 F14N23.19,Arabidopsis thaliana (Mouse-ear cress),242,Eukaryota
A7LB59,reviewed,HSDB_ARAHY,11-beta-hydroxysteroid dehydrogenase B (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase B) (EC 1.1.1.-) (Steroleosin-B),STO-B,Arachis hypogaea (Peanut),353,Eukaryota
A7LB60,reviewed,HSDA_ARAHY,11-beta-hydroxysteroid dehydrogenase A (EC 1.1.1.146) (17-beta-hydroxysteroid dehydrogenase A) (EC 1.1.1.-) (Steroleosin-A),STO-A,Arachis hypogaea (Peanut),349,Eukaryota
B2X050,reviewed,MNR1_CAPAN,(+)-neomenthol dehydrogenase (EC 1.1.1.208) (Menthone:neomenthol reductase 1) (CaMNR1),MNR1,Capsicum annuum (Capsicum pepper),314,Eukaryota
F4JJR8,reviewed,FEY_ARATH,Dehydrogenase/reductase SDR family member FEY (EC 1.1.-.-) (Protein FOREVER YOUNG),FEY FEY3 At4g27760 T27E11.10 T29A15,Arabidopsis thaliana (Mouse-ear cress),376,Eukaryota
Q6RVV4,reviewed,TIC32_PEA,"Short-chain dehydrogenase TIC 32, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32) (PsTIC32)",TIC32 HP32 IEP32,Pisum sativum (Garden pea) (Lathyrus oleraceus),316,Eukaryota
Q6WAU1,reviewed,IPIPR_MENPI,(-)-isopiperitenone reductase (EC 1.3.1.82),,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),314,Eukaryota
Q93X62,reviewed,FABG1_BRANA,"3-oxoacyl-[acyl-carrier-protein] reductase 1, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 1) (Beta-keto acyl-carrier protein reductase 1)",gbkr1,Brassica napus (Rape),320,Eukaryota
Q9FYL6,reviewed,KCR2_ARATH,Very-long-chain 3-oxoacyl-CoA reductase-like protein At1g24470 (EC 1.-.-.-) (Beta-ketoacyl reductase 2) (AtKCR2),KCR2 At1g24470 F21J9.13,Arabidopsis thaliana (Mouse-ear cress),312,Eukaryota
Q9M2E2,reviewed,SDR1_ARATH,(+)-neomenthol dehydrogenase (EC 1.1.1.-) (EC 1.1.1.208) (Menthone:neomenthol reductase) (Short-chain dehydrogenase/reductase 1) (AtSDR1),SDR1 At3g61220 T20K12.120,Arabidopsis thaliana (Mouse-ear cress),296,Eukaryota
Q9ZUH5,reviewed,SDR2B_ARATH,Short-chain dehydrogenase/reductase 2b (AtSDR2b) (EC 1.1.1.-),SDR2b SDR2 At2g24190 F27D4.10,Arabidopsis thaliana (Mouse-ear cress),296,Eukaryota
A0A078IS66,reviewed,TC32A_BRANA,"Short-chain dehydrogenase TIC 32 A, chloroplastic (EC 1.1.1.-) (Pod-specific dehydrogenase SAC25) (Translocon at the inner envelope membrane of chloroplasts 32 A) (BnTIC32A)",TIC32A BnaC04g53640D SAC25 GSBRNA2T00007891001,Brassica napus (Rape),320,Eukaryota
A0A078ISJ6,reviewed,TC32B_BRANA,"Short-chain dehydrogenase TIC 32 B, chloroplastic (EC 1.1.1.-) (Translocon at the inner envelope membrane of chloroplasts 32 B) (BnTIC32B)",TIC32B BnaC04g53630D GSBRNA2T00007890001,Brassica napus (Rape),320,Eukaryota
P13653,reviewed,PORA_HORVU,"Protochlorophyllide reductase A, chloroplastic (PCR A) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase A) (POR A)",PORA,Hordeum vulgare (Barley),388,Eukaryota
P15904,reviewed,POR_AVESA,Protochlorophyllide reductase (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR),,Avena sativa (Oat),313,Eukaryota
P28643,reviewed,FABG_CUPLA,"3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase)",CLKR27,Cuphea lanceolata (Cigar flower),320,Eukaryota
Q01289,reviewed,POR_PEA,"Protochlorophyllide reductase, chloroplastic (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR)",3PCR,Pisum sativum (Garden pea) (Lathyrus oleraceus),399,Eukaryota
Q41249,reviewed,PORA_CUCSA,"Protochlorophyllide reductase, chloroplastic (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR)",PORA NPR,Cucumis sativus (Cucumber),398,Eukaryota
Q41578,reviewed,PORA_WHEAT,"Protochlorophyllide reductase A, chloroplastic (PCR A) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase A) (POR A)",PORA,Triticum aestivum (Wheat),388,Eukaryota
Q42850,reviewed,PORB_HORVU,"Protochlorophyllide reductase B, chloroplastic (PCR B) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase B) (POR B)",PORB,Hordeum vulgare (Barley),395,Eukaryota
Q7XKF3,reviewed,PORA_ORYSJ,"Protochlorophyllide reductase A, chloroplastic (PCR A) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase A) (POR A)",PORA Os04g0678700 LOC_Os04g58200 OsJ_16634 OSJNBb0017I01.1,Oryza sativa subsp. japonica (Rice),387,Eukaryota
Q8W3D9,reviewed,PORB_ORYSJ,"Protochlorophyllide reductase B, chloroplastic (PCR B) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase B) (POR B)",PORB Os10g0496900 LOC_Os10g35370 OSJNBa0017E08.8,Oryza sativa subsp. japonica (Rice),402,Eukaryota
Q93X67,reviewed,FABG2_BRANA,"3-oxoacyl-[acyl-carrier-protein] reductase 2, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 2)",bkr2,Brassica napus (Rape),328,Eukaryota
Q93X68,reviewed,FABG5_BRANA,"3-oxoacyl-[acyl-carrier-protein] reductase 5, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 5)",bkr1,Brassica napus (Rape),317,Eukaryota
Q949M2,reviewed,FABG4_BRANA,3-oxoacyl-[acyl-carrier-protein] reductase 4 (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 4),bkr4,Brassica napus (Rape),254,Eukaryota
Q949M3,reviewed,FABG3_BRANA,"3-oxoacyl-[acyl-carrier-protein] reductase 3, chloroplastic (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase 3)",bkr3,Brassica napus (Rape),315,Eukaryota
Q9SDT1,reviewed,POR_DAUCA,"Protochlorophyllide reductase, chloroplastic (PCR) (EC 1.3.1.33) (NADPH-protochlorophyllide oxidoreductase) (POR)",POR1,Daucus carota (Wild carrot),398,Eukaryota
Q9STY8,reviewed,HSD2_ARATH,11-beta-hydroxysteroid dehydrogenase-like 2 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 2) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 2) (AtHSD2),HSD2 At3g47350 T21L8.100,Arabidopsis thaliana (Mouse-ear cress),308,Eukaryota
Q9T0G0,reviewed,HSD5_ARATH,11-beta-hydroxysteroid dehydrogenase-like 5 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 5) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 5) (AtHSD5),HSD5 At4g10020 T5L19.150,Arabidopsis thaliana (Mouse-ear cress),389,Eukaryota
P0DKC7,reviewed,HSD4A_ARATH,11-beta-hydroxysteroid dehydrogenase-like 4A (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 4A) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 4) (AtHSD4),HSD4 At5g50590 MBA10.15,Arabidopsis thaliana (Mouse-ear cress),299,Eukaryota
P27583,reviewed,FABG_PERAE,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase),,Persea americana (Avocado),106,Eukaryota
P50160,reviewed,TS2_MAIZE,Sex determination protein tasselseed-2,TS2,Zea mays (Maize),336,Eukaryota
Q9LUE4,reviewed,HSD6_ARATH,11-beta-hydroxysteroid dehydrogenase-like 6 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 6) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 6) (AtHSD6),HSD6 At5g50770 MFB16.17,Arabidopsis thaliana (Mouse-ear cress),342,Eukaryota
Q9LUF2,reviewed,HSD4B_ARATH,11-beta-hydroxysteroid dehydrogenase-like 4B (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 4B) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 7) (AtHSD7),HSD7 At5g50690 MFB16.8,Arabidopsis thaliana (Mouse-ear cress),299,Eukaryota
Q9STY7,reviewed,HSD3_ARATH,11-beta-hydroxysteroid dehydrogenase-like 3 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 3) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 3) (AtHSD3),HSD3 At3g47360 T21L8.110,Arabidopsis thaliana (Mouse-ear cress),309,Eukaryota
Q5UQM3,reviewed,YR419_MIMIV,Uncharacterized short-chain type dehydrogenase/reductase R419 (EC 1.-.-.-),MIMI_R419,Acanthamoeba polyphaga mimivirus (APMV),342,Viruses 
Q5UNS8,reviewed,YR665_MIMIV,Uncharacterized protein R665,MIMI_R665,Acanthamoeba polyphaga mimivirus (APMV),467,Viruses 
